-11, -57
6, -34
-4, -58
9, -20
2, -38
6, 18
16, -1
5, 35
19, 20
4, 39
16, 42
13, 57
6, 60
24, 56
-8, 53
21, 37
-10, 43
5, 26
-2, 33
-13, 36
-6, 5
-27, 13
-12, 15
-30, -4
-17, 25
-26, 21
-27, 24
-24, 34
-30, 19
-19, 51
-28, 18
-17, 68
-15, 25
-25, 55
-12, 29
-22, 9
-22, 29
-18, -17
-23, 21
-18, -33
-29, -15
-24, -61
-26, -35
-28, -65
-22, -40
-18, -63
-27, -52
-9, -61
-25, -53
-4, -47
-8, -31
9, -30
5, -20
11, -10
12, -17
23, 18
24, 13
25, 28
36, 22
19, 45
34, 22
18, 65
28, 32
22, 67
21, 36
15, 54
14, 51
6, 41
15, 45
2, 35
5, 18
2, 17
-8, 6
-1, 2
-11, -10
-4, -32
-19, -26
-5, -63
-23, -27
-10, -68
-24, -36
-11, -74
-31, -43
-16, -62
-19, -50
-27, -33
-4, -35
-25, -26
-6, -25
-10, -11
-7, 0
15, 10
-5, 18
18, 17
7, 15
15, 18
26, 22
17, 24
33, 11
22, 30
30, -7
25, 15
29, -8
29, 7
22, -5
31, -4
17, -10
28, -16
17, -7
21, -22
17, -3
12, -21
18, -8
9, -18
12, -3
9, -17
7, -5
5, -7
8, -1
6, -8
2, 12
2, 7
5, 5
-7, 22
3, 11
-14, 28
-5, 22
-20, 36
-9, 29
-31, 32
-29, 35
-36, 27
-47, 42
-36, 27
-51, 33
-46, 21
-59, 26
-52, 19
-56, 17
-45, 26
-40, 14
-37, 14
-29, 13
-28, 19
-19, 7
-5, 22
5, 18
14, 11
7, 23
13, 14
13, 20
2, 17
26, 28
-2, 6
2, 32
-8, 1
-29, 30
-21, 1
-26, 22
-34, 15
-31, 1
-44, 23
-36, 0
-39, 20
-31, 2
-11, 34
-21, -1
4, 37
-11, 4
7, 39
18, 8
18, 51
39, 3
19, 57
37, 9
15, 39
30, 31
22, 18
22, 41
18, 16
7, 32
12, 16
-6, 26
7, 16
2, 23
8, 26
-1, 13
10, 32
1, 19
11, 24
11, 45
17, 15
16, 61
14, 17
14, 61
2, 25
2, 67
4, 34
-10, 65
1, 30
-29, 61
-21, 26
-34, 51
-29, 34
-34, 31
-32, 35
-36, 7
-40, 41
-30, -4
-32, 47
-8, 10
-17, 34
3, 27
-11, 25
15, 53
4, 45
24, 68
20, 61
22, 70
22, 66
15, 79
21, 70
17, 87
16, 76
15, 76
-3, 75
0, 62
-13, 78
-7, 48
-18, 59
-18, 23
-27, 24
-33, 4
-27, 14
-29, -7
-26, -5
-22, -20
-32, -25
-18, -25
-19, -21
-16, -21
-4, -20
-10, -9
-3, -25
-6, 1
1, -15
2, 18
7, -8
5, 22
-1, -5
4, 18
0, 13
-6, 12
3, 23
-7, 2
-6, 25
-8, -8
-11, 21
-9, -2
-8, 14
-7, -16
-10, 16
-5, -16
-10, -5
-1, 3
-1, -12
2, -5
5, -4
-2, -10
14, 0
-1, -8
13, 5
10, -2
5, -2
12, 6
5, -4
3, 6
3, -4
5, 8
-4, -7
-3, 0
-7, -3
-11, -4
-1, -13
-12, 11
8, -16
-13, 4
12, 0
-2, -11
21, 26
12, -9
44, 43
25, -7
40, 45
42, 11
42, 41
59, 37
41, 28
59, 52
39, 26
40, 42
31, 36
33, 33
26, 37
16, 27
-1, 18
-18, 23
-18, 17
-27, 10
-21, 19
-31, 8
-32, 10
-37, 4
-39, 15
-18, 8
-33, 18
3, 20
-24, 21
-1, 24
-13, 17
-4, 39
4, 12
-5, 53
5, 8
-13, 40
-14, 11
-22, 26
-27, 10
-21, 23
-35, -6
-27, 19
-42, -18
-40, -6
-34, -8
-34, -18
-19, -6
-16, -37
-17, -2
-7, -39
-8, -4
1, -30
11, -5
9, -19
14, -11
1, -6
-1, 4
-2, 4
-7, 16
-10, 7
-19, 27
-29, 12
-38, 40
-41, 18
-37, 46
-47, 15
-34, 46
-47, 18
-42, 33
-42, 38
-40, 5
-33, 46
-24, -11
-30, 42
-25, -9
-23, 35
-29, -3
-14, 28
-30, -1
-6, 26
-33, 14
-12, 38
-28, 27
-19, 50
-22, 21
-10, 68
-12, 33
-8, 68
4, 54
-5, 53
10, 69
13, 31
25, 76
19, 28
29, 61
20, 31
22, 31
17, 24
22, 17
11, 16
3, 19
-9, 2
-19, 15
-24, -7
-30, 6
-35, 9
-34, 0
-49, 15
-47, 4
-50, 7
-30, 10
-40, 0
-17, 10
-25, 1
-19, -1
-1, 1
0, -15
27, -13
16, -22
23, -11
26, -27
10, -18
33, -20
10, -31
21, -9
5, -25
-22, 12
-4, -9
-43, 26
-17, -2
-43, 38
-42, 19
-53, 48
-52, 43
-56, 42
-43, 49
-40, 27
-37, 64
-34, 10
-24, 65
-24, 1
-4, 22
5, -6
0, -16
19, -2
-8, -35
24, -19
-2, -53
21, -43
1, -45
-2, -53
-11, -44
-29, -43
-19, -55
-39, -36
-33, -42
-53, -38
-55, -16
-66, -33
-58, -11
-64, -26
-60, 0
-61, -9
-59, -8
-57, 8
-51, -11
-41, 6
-33, -6
-33, 7
-29, 4
-19, -8
-26, 9
-9, -17
-14, 9
-8, -15
-11, 5
-14, 3
-10, 3
-17, 10
-7, -4
-16, 38
-6, 3
-15, 59
-7, 17
-12, 57
-4, 43
4, 50
-3, 76
16, 50
-7, 81
23, 52
-5, 77
15, 53
9, 80
4, 44
11, 75
-7, 25
-2, 58
-11, 22
-8, 39
-14, 28
-22, 5
-23, 28
-25, -14
-30, 23
-19, -11
-30, 18
-14, -4
-28, -4
-14, 20
-20, -17
-9, 20
-8, 8
-7, -1
-5, 16
-8, 6
-1, 0
-7, 17
4, -5
-6, 20
5, -10
-1, 6
2, 2
-3, -20
12, 17
-4, -21
20, 18
8, -15
12, 8
17, 3
9, 11
25, 16
11, 30
25, 12
13, 48
12, 14
10, 48
1, 43
8, 44
-2, 40
-4, 55
-10, 28
-14, 52
-25, 33
-17, 45
-23, 17
-26, 40
-28, 2
-31, 23
-27, 13
-30, 2
-19, 20
-31, -13
-9, 20
-33, -25
-9, 31
-21, -24
-9, 28
-10, -16
-13, 17
-5, -7
-12, 17
-6, -2
-3, 19
-10, -6
6, 15
-13, -2
10, 1
-9, 2
11, 9
0, -11
13, 14
9, -4
13, -2
14, 15
5, -14
19, 29
0, -5
20, 31
2, -1
5, 29
-7, 5
-6, 34
-15, 0
-9, 42
-16, -7
-17, 22
-20, 5
-21, 11
-17, -5
-6, 15
-8, -12
13, -3
0, -6
19, -13
14, -2
33, 10
37, -13
46, 14
34, 1
39, 16
32, 23
21, 23
37, 52
13, 7
6, 71
-11, 16
-31, 78
-30, 32
-38, 68
-36, 33
-59, 49
-53, 31
-70, 39
-58, 31
-53, 14
-47, 23
-35, -19
-38, 2
-26, -18
-17, -19
-1, -28
13, -37
17, -37
18, -50
20, -29
15, -43
25, -34
20, -35
20, -37
8, -29
2, -22
-9, -16
-12, -17
-13, -11
-11, -12
-30, -17
-10, 0
-40, -16
-15, 2
-23, -18
-9, -6
-8, -18
-1, -15
-5, -14
5, -20
16, -12
8, -20
30, -24
15, -11
18, -27
20, -11
13, -25
21, -10
17, -32
12, -4
15, -25
0, -20
17, -10
-1, -23
20, -6
8, -29
20, 8
14, -32
15, 2
21, -13
17, 0
23, -3
22, 8
20, -6
6, 20
10, 2
-11, 33
4, 11
-18, 38
-14, 11
-34, 51
-42, 12
-41, 54
-48, 29
-38, 23
-52, 54
-44, 0
-51, 57
-48, -1
-36, 43
-29, -5
-21, 18
-17, -1
-16, 6
-8, -7
-2, 6
6, -23
3, 0
16, -19
1, -13
9, -1
8, -20
2, 4
14, -19
7, 2
4, -3
17, 5
7, -5
8, 19
24, -23
10, 29
29, -24
22, 13
25, -3
22, -7
25, 0
21, -16
23, 6
21, -21
15, 1
17, -8
2, -5
19, -2
-3, -17
24, 12
7, -22
17, 10
18, -12
18, 7
29, -15
30, 3
41, -15
42, -4
41, -9
38, -13
39, -3
31, -16
41, 5
24, -20
24, 15
-1, -12
0, 33
-15, -10
-6, 40
-20, 1
-20, 42
-31, 25
-29, 38
-28, 31
-23, 39
-7, 25
-6, 35
-4, 25
5, 31
-1, 26
11, 15
21, 21
9, -4
27, 31
1, -1
7, 10
-2, 26
-2, -9
-3, 24
-10, 7
-10, 5
-21, 26
-15, 3
-17, 15
-6, 4
0, -7
6, 2
2, -27
16, 5
6, -40
21, -15
22, -47
23, -36
27, -38
17, -43
20, -23
9, -33
17, -30
12, -17
7, -9
7, 14
3, 26
-1, 28
5, 45
0, 26
10, 58
-2, 39
8, 65
-1, 39
-2, 47
-5, 9
-11, 16
-8, -6
-21, 2
-19, -28
-36, -26
-40, -55
-38, -50
-48, -51
-37, -53
-43, -30
-45, -59
-35, -21
-45, -51
-17, -12
-18, -1
14, 10
-1, 31
18, 16
16, 35
24, 29
30, 47
39, 38
28, 47
28, 21
7, 27
5, 4
2, 10
-5, -3
-7, -8
-17, -20
-23, -40
-35, -32
-14, -37
-25, -48
8, -24
-2, -49
14, -37
10, -43
21, -30
37, -33
45, -17
51, -26
49, -13
41, -28
33, -8
33, -21
28, -12
19, -4
13, -22
-16, 1
-25, -18
-35, 2
-39, -13
-35, 7
-48, -10
-49, 12
-53, -4
-58, 10
-34, 1
-49, 5
